Time_hr,Choke_pct,OilRate_bbl_hr,WHP_psi,FLP_psi,BHP_psi
45.0,80.0,136.39893617698087,235.51445605371248,165.32600614907093,2960.3811373931044
46.0,80.0,140.8468874750486,224.43252161216418,160.3644097242404,2915.862464849386
47.0,80.0,146.49844608225226,222.32787740896126,158.32093887039886,2890.062471653533
48.0,80.0,152.18780708604245,218.34152807286586,152.31432542829114,2857.9478600913767
49.0,80.0,155.42986428116996,213.58025940892702,151.69195635025122,2838.936969023734
50.0,80.0,158.794065516064,208.7543143070027,150.31722755816588,2820.5073124897863
51.0,80.0,161.70201383103824,207.61870451734922,146.72482774781585,2802.5595978327456
52.0,80.0,163.6129447899362,204.87635257343385,145.49365503038683,2795.376360712567
53.0,80.0,165.20600479626253,203.190554896445,145.44041209909327,2781.676211430033
54.0,80.0,166.41650045607335,203.2153827745695,144.2566951276378,2772.1638374273116
55.0,80.0,167.81813077528798,203.70161153920182,142.64468993040026,2767.6236344883137
56.0,80.0,167.8947182651622,200.844447067876,141.90466573190915,2763.6921537578983
57.0,80.0,168.84005248499278,200.48691918632176,142.16440060709797,2757.4251544026256
58.0,80.0,168.4660518331679,200.55942997371355,140.82478126906904,2757.6472121482734
59.0,80.0,168.78876600735111,198.32568203884003,142.17598805347717,2758.925055207525
60.0,100.0,170.42040057136472,193.82963068218078,138.38817295700116,2717.3248493181504
61.0,100.0,174.967530010302,189.74809795047787,135.0211968366919,2689.924854448472
62.0,100.0,173.4993889943981,186.31334914710374,133.41372879100996,2660.1544544641038
63.0,100.0,177.58932786860487,183.72953602017387,129.45662979495546,2645.7985201398183
64.0,100.0,175.67425934026906,182.374146393727,128.42555192938337,2630.7162711958526
65.0,100.0,178.11084565093034,179.8294891248179,127.75611449008515,2614.895834714343
66.0,100.0,178.71106378711949,179.7405447194208,125.17118712350099,2612.246622763689
67.0,100.0,179.4322730397686,177.54374099318443,125.91334096640735,2598.0741349922228
68.0,100.0,180.86585509045366,178.58524397927593,124.433463546955,2590.3267694351434
69.0,100.0,181.2136862698051,176.62299840139787,123.7158258344459,2585.092828611417
70.0,100.0,180.55391028364147,174.50514985438505,122.13220294079873,2579.0939003579474
71.0,100.0,180.92373178579484,176.1961254354765,123.23463599100678,2576.2368564632
72.0,100.0,182.13576172891936,172.41726785301128,122.54343837616979,2575.0761717435466
73.0,100.0,181.91256449799337,173.6103112963749,120.97498936333835,2573.955037222913
74.0,100.0,181.312810441588,173.0955042212087,120.58920228987418,2567.111981549383
75.0,40.0,168.48792993771158,188.8337894325011,131.82342140190622,2663.036303005347
76.0,40.0,157.9472102238379,202.43108457110569,140.8117862085837,2738.925874506768
77.0,40.0,148.26077967517492,210.52388016941654,147.66018656652994,2804.9752076236155
78.0,40.0,141.63691543452714,219.28706063896624,152.67570605080198,2853.5680330376986
79.0,40.0,137.45741779845258,227.7471625578918,156.95193986224373,2893.436895366424
80.0,40.0,132.63538016862995,233.70689523904474,162.4857327091093,2934.6403281170383
81.0,40.0,128.67332348126163,238.54980463874136,165.90952562846235,2960.3325652483627
82.0,40.0,126.23719151546591,241.52902317246568,167.72535486995443,2976.9922868764424
83.0,40.0,123.26026231559844,244.0833864326205,169.66122867152396,3000.287243867668
84.0,40.0,119.88052620113885,246.95326419323544,170.91467781857605,3016.5418344242803
85.0,40.0,118.11458693549112,249.09935423537652,174.13816587842277,3030.3006600343806
86.0,40.0,118.00030077344584,250.58119748521915,174.6762538867511,3040.30653690672
87.0,40.0,116.84634052563136,252.42392779314247,174.56387451455504,3049.6932689201535
88.0,40.0,114.19833160216831,253.37298746801434,176.22592316653237,3058.6820714226033
89.0,40.0,115.60357958080652,255.23546550413818,176.59028804725733,3060.0820230744494
90.0,70.0,124.47162237489712,247.00565059992195,171.87624447324632,3019.5508020054617
91.0,70.0,130.51626346696617,240.28694402818473,167.31406238518042,2984.6654392848377
92.0,70.0,136.18850460308659,234.17466152558637,165.4549852310246,2954.839918700272
93.0,70.0,140.09123572459418,230.0177000728576,161.0079764469696,2937.559253394852
94.0,70.0,144.26768525300506,226.22002738165853,159.57453088674507,2918.7925136813055
95.0,70.0,147.73731928591553,221.04528478215514,158.44319028066207,2908.9279115691884
96.0,70.0,151.76940390767678,219.9664618554739,155.0483883621095,2886.430446644752
97.0,70.0,153.15783048205634,219.60074872112415,156.50100809680853,2878.9525015401305
98.0,70.0,154.50309322655752,218.95148661774212,154.54288864508098,2873.3553177726003
99.0,70.0,156.89102299249203,216.52530294818317,154.47183000751878,2866.7663832429043
100.0,70.0,157.21002032295974,215.85702900639052,153.17921968877926,2859.723514839129
101.0,70.0,157.51209385596945,214.6024271695156,153.17012569506238,2863.8201960487327
102.0,70.0,157.25884852426344,213.29729196514856,151.66414914091723,2847.595784766628
103.0,70.0,160.46386765678594,212.20044644133176,151.35056416660416,2852.2542855379843
104.0,70.0,159.52118042882145,209.61496911292622,152.0819324335729,2844.328890867587
105.0,10.0,137.17513955622158,227.3266365567909,163.016399773589,2928.1964137704867
106.0,10.0,120.09716400956717,241.47133533150568,170.72688033680942,2990.9161586474866
107.0,10.0,103.52898131743433,251.1782435102827,176.49608112287302,3041.315435631873
108.0,10.0,92.78893143771214,260.6119250065917,182.433133431038,3082.4916120276694
109.0,10.0,82.59758850003506,267.9165758904469,186.74942174891405,3118.9045106619687
110.0,10.0,73.72369931053976,273.52501271836593,190.0894004506233,3144.496995952565
111.0,10.0,68.66766928895181,279.14007110467134,194.06912749573075,3171.887931180328
112.0,10.0,61.46667639437499,284.10398371401897,195.09468323971012,3190.1317324535676
113.0,10.0,58.11711222244912,285.4065549997916,197.88202745608774,3207.289833442713
114.0,10.0,56.42743723375537,288.2201539311702,197.96677921618476,3214.9721655192484
115.0,10.0,52.07724436947917,290.425384835368,199.65732105663557,3230.959884208215
116.0,10.0,50.03698538922596,290.9607326477413,201.66847603615923,3237.17253497211
117.0,10.0,47.017001088613725,291.1663018456074,201.6291241150478,3248.0080686818396
118.0,10.0,45.72499041988312,294.25492481705345,203.8098671494235,3250.5664372596225
119.0,10.0,45.25717329847231,297.10728467378004,204.1681336223327,3249.613094800782
120.0,30.0,53.09070853785913,292.7284205559319,200.9566692903387,3233.9411406537843
121.0,30.0,60.59271840102058,286.47380302392776,197.93540897855976,3216.884227670226
122.0,30.0,65.46227562093165,285.20363564021653,196.2957881282928,3203.4156694373282
123.0,30.0,70.67844337826574,280.997464384166,195.79444361489445,3191.7807216031083
124.0,30.0,76.08762197528826,279.37251740602284,192.52256121457498,3181.6552437275664
125.0,30.0,81.25096238684716,277.77174370424683,192.96396797783592,3171.918892882417
126.0,30.0,81.12271728935248,276.1628235401525,191.42238008024017,3170.946149721784
127.0,30.0,84.07299240136459,275.1832274716869,191.53725094271792,3157.569165578396
128.0,30.0,84.32107822696841,275.4072063776048,190.93936885984465,3156.3490364371755
129.0,30.0,86.16578702117673,272.83832440828047,190.78598199273057,3157.178101938489
130.0,30.0,87.6525727038112,274.3958418762218,189.13479530445517,3153.4725208774753
131.0,30.0,90.12699505636486,272.8799072981132,190.76392538125418,3145.615300414167
132.0,30.0,90.59923366329872,272.0393967124159,188.93869452346195,3144.8401701310563
133.0,30.0,90.69149094365551,272.1538749665543,190.0962657918196,3143.731763745159
134.0,30.0,91.07557857026467,270.70996423946633,186.9936121011837,3144.230188975404
135.0,60.0,100.366542226327,261.97432913604524,182.08464416119074,3103.198139602219
136.0,60.0,110.20164420548058,255.98443285465936,177.8342550569402,3072.457572040732
137.0,60.0,116.39366017117952,249.03984619682242,175.62896006343584,3041.9329875290587
138.0,60.0,123.55723842868997,246.54742353215102,173.79945094138174,3025.135190378385
139.0,60.0,127.21103912678372,243.24689798079328,169.9677669707044,3005.7689901460035
140.0,60.0,130.09669994472793,239.98500936936694,167.70619959718547,2987.0954588502873
141.0,60.0,134.71231128132402,236.0924048662463,166.60812814902727,2983.0465697617406
142.0,60.0,136.53589812290943,235.0839255101626,163.36913011508162,2976.115280636248
143.0,60.0,138.24159704568274,232.04487120364416,164.6316786091104,2963.657554661312
144.0,60.0,141.55170020822658,233.42735899133723,163.79172013210336,2956.817727335995
145.0,60.0,143.7885218540442,230.0919773735322,164.14856139584597,2958.5229445504087
146.0,60.0,141.15726766360405,228.9022662625384,163.14717988236333,2944.9364183617827
147.0,60.0,144.53057659963463,227.50759534236983,161.94183857587737,2943.399098967054
148.0,60.0,145.43230183847177,228.5648633896144,161.4445286697963,2942.1118998213556
149.0,60.0,145.9128279202834,226.8634690830751,162.2496153784655,2940.3702991347322
150.0,90.0,151.77415329190055,218.95350103280543,156.66459266525214,2887.4847696058114
151.0,90.0,156.59467717022915,212.91010734005903,149.96910228421126,2842.353422918294
152.0,90.0,160.86089621061637,207.16412581029866,147.43262423526178,2813.3636472585317
153.0,90.0,162.66929729129976,204.1186054636779,143.6846900319798,2778.159245433509
154.0,90.0,167.21642037946205,200.52994386472213,142.43053667045695,2753.065790147161
155.0,90.0,168.26554270096509,195.9705136821638,138.48203063657232,2735.974297147907
156.0,90.0,170.0699367314464,193.17203923006397,136.28461675463103,2724.0288617782444
157.0,90.0,172.74410817818296,192.913377522202,135.25825271615577,2711.6576407999946
158.0,90.0,171.45181712469991,191.213070027775,134.64413456205938,2702.102155121401
159.0,90.0,173.95090815722645,188.44419250979578,133.11544910474075,2687.2969875947983
160.0,90.0,173.91472342359876,190.1062095349993,132.86683376475156,2684.872702000204
161.0,90.0,176.1176483000943,188.5350287095135,133.39422287442872,2675.7891159635874
162.0,90.0,176.02911451807904,184.23066285199477,133.30805211007154,2672.72239741896
163.0,90.0,177.91656832429192,187.01167598825947,131.76391248449528,2667.156641258579
164.0,90.0,176.57569855070693,184.79147146110495,131.68596396561986,2666.342486077169
165.0,90.0,175.606685909082,183.37018858072062,130.7888326147983,2663.0618693268984
166.0,90.0,177.53449756605184,182.6023476909179,130.40022903736434,2652.8536277903427
167.0,90.0,178.08009517882283,183.5062204208664,129.00282222768553,2651.4170418333933
168.0,90.0,177.98802081916847,184.36772094171127,131.03554584747152,2656.7186645151432
169.0,90.0,176.31988515104794,185.40984248213124,130.79327652632531,2655.997247163947
170.0,90.0,178.36902391103516,184.77175481501897,129.9491579676482,2655.251972708985
171.0,90.0,177.33423254251818,184.40155415488815,130.4057259844858,2651.2150343350922
172.0,90.0,178.5126507909158,185.3920211421024,131.66978675209705,2656.534054661676
173.0,90.0,177.48478291810818,183.4548824266122,129.7056495282133,2649.315551529798
174.0,90.0,177.19227870810366,183.35925539415015,129.1681784040681,2650.7944894713073
175.0,90.0,178.1286185526618,184.08972307579927,131.0058185389337,2652.049717362515
176.0,75.0,176.3911642215792,185.97404796270064,132.6875282768427,2677.7767066323036
177.0,75.0,175.80545063159528,187.63319832250858,136.06485617657964,2697.8700100783653
178.0,75.0,173.38578382421318,193.77197083515358,135.64017616161112,2712.143574230698
179.0,75.0,173.38999630659526,193.10045515963122,138.6287288368275,2726.9377982039937
180.0,75.0,172.57382816690773,195.80501383928495,139.0862918998583,2732.0219120812208
181.0,75.0,170.37727022303017,195.36350332380022,141.64738610759255,2747.34701752501
182.0,75.0,169.78993987102893,198.3128960461749,141.02020759980383,2752.097518543668
183.0,75.0,170.22755916349695,198.31289986045343,141.5198059707477,2754.973656717425
184.0,75.0,168.7100870797706,198.91251181848426,142.31143617426605,2764.9118782514415
185.0,75.0,169.84765926106513,201.16927048616705,142.59369211902046,2770.601867357185
186.0,75.0,169.2376674091903,201.08976915416594,144.38244772458447,2775.8919922812865
187.0,75.0,168.3590078778028,201.5813059236938,143.31951559671148,2777.5053371394815
188.0,75.0,167.90687963365923,201.56801600480551,142.25846035562483,2776.673339692073
189.0,75.0,171.31945286584195,202.0652058549742,144.46257224228643,2777.910262531991
190.0,75.0,169.12771131591873,201.2371898485604,145.377321365023,2780.9003708398595
191.0,75.0,168.66439587469634,202.08417331916695,144.24866261275994,2777.4746792113124
192.0,75.0,167.0106598761032,201.83313947954102,144.55526883479433,2782.43716121527
193.0,75.0,167.50896620130345,201.0713985930276,144.49360365178902,2780.202204806089
194.0,75.0,166.8535439923305,202.7327701700699,144.07258693057273,2784.3019388306093
195.0,75.0,167.99062435805521,202.65572178482887,145.13151233476668,2781.446997247603
196.0,75.0,170.37625251595534,201.9945481125807,144.33497108522437,2782.157601783258
197.0,75.0,169.3037156779382,205.68153480440077,145.13084169801527,2788.3593580044703
198.0,75.0,168.33763662304827,201.9689939703761,145.66762768894628,2784.8959660813757
199.0,65.0,166.86270451369793,202.48711876058016,146.01590166385745,2804.1831778864916
200.0,65.0,164.74796369325276,206.84816697304657,147.16403188679638,2819.9836765860136
201.0,65.0,161.65885668295462,208.78908225139747,150.77208994111714,2830.438371994094
202.0,65.0,161.62124232088973,207.38900083370743,151.1908768616599,2841.9366665496163
203.0,65.0,161.02790210427546,211.04079871320778,152.55849877947017,2849.859399911234
204.0,65.0,158.74963265104506,213.1704960567473,152.88205122151496,2856.8478641263264
205.0,65.0,159.2605522841014,215.59419136187952,152.68759593185345,2858.3226349180027
206.0,65.0,158.0663723649533,214.15754068673246,152.4342370587095,2863.174572243367
207.0,65.0,158.22225788390645,214.67346949271848,152.64714565914022,2873.6000214955748
208.0,65.0,156.82647044858058,214.2055565336436,152.6733073084914,2869.1090740190784
209.0,65.0,158.2485450131287,215.780247784613,153.88982584267205,2871.1534672543285
210.0,65.0,156.4722287721105,214.59668777983057,155.09252370275053,2874.221789789435
211.0,65.0,156.73879356551467,215.64927000640802,154.8377823585967,2873.0469699048867
212.0,65.0,156.29711235673554,215.90554320117937,154.75330809174568,2876.1208320770306
213.0,65.0,156.63475596897976,216.71477570965115,152.50764769386063,2879.9572272605837
214.0,65.0,156.8696114142971,217.0066522362622,155.18061861134254,2876.1063293408492
215.0,65.0,157.1549368761893,217.84870078696986,154.19631582297444,2882.066227379424
216.0,65.0,155.6295128930123,215.44302506764646,156.24128088789163,2881.9218232331327
217.0,65.0,155.66694681887708,217.47798871791375,154.280490470745,2880.109723730363
218.0,65.0,155.51033747828396,217.12369029760063,154.94365467526686,2880.3543424428203
219.0,65.0,155.9387867643446,218.74278374956572,154.86411158845686,2879.565867579564
220.0,65.0,156.41490061855612,215.85568728801593,155.9469169588262,2880.4370583929776
221.0,65.0,156.94001008816957,216.78101202162142,156.3481110993955,2880.4135926365693
222.0,65.0,155.27651252605003,216.13329114414168,155.8036739341847,2877.795177859766
223.0,65.0,155.5302379705629,217.5150976724706,154.82590976522093,2883.8792565125063
224.0,65.0,156.31324131928605,216.3765771966118,154.41879834782006,2882.6723783320003
225.0,65.0,154.53513739032263,217.51925752881755,156.20947477710584,2886.4317049204446
226.0,65.0,155.5228518344616,216.07742579627458,154.52859360729684,2889.220839696352
227.0,50.0,150.99908472651626,221.36697305418085,159.02000061111644,2902.6242210126575
228.0,50.0,145.83064010300032,224.08253933912067,159.39431585173872,2919.365134456213
229.0,50.0,144.6637459731989,228.23677336909316,161.09595103620958,2933.49614631197
230.0,50.0,143.24959047299765,227.97973847003757,164.09898419637574,2945.737280041845
231.0,50.0,140.04699455167128,230.65955710507444,164.0184358692463,2954.012660729882
232.0,50.0,137.74255519570605,230.94014758367837,165.42453407319127,2955.12251965773
233.0,50.0,137.02413617491052,233.49903979122854,165.04421942833017,2967.6020195609667
234.0,50.0,135.71848513813796,233.32107928612209,167.18190398636838,2970.3075000685976
235.0,50.0,136.50263433783456,235.83336744374105,167.65262933154912,2975.6118563717278
236.0,50.0,134.19331031731346,236.9342688323327,167.72648631551584,2975.6742172858967
237.0,50.0,133.9727841504258,236.7384909243626,168.8230333628901,2983.5041503779184
238.0,50.0,131.71582152429488,238.64397755370143,168.07213954811803,2981.8321665839485
239.0,50.0,133.25386359758383,237.0825959798304,167.8084088345794,2981.8567233774193
240.0,50.0,131.00487486997076,236.46913460660343,169.15791144238105,2990.9286910704986
241.0,35.0,126.4005916120909,241.75052444723454,172.76116892614542,3008.018202293998
242.0,35.0,123.54510595216858,247.04631274883394,173.6132096767486,3023.7512698449227
243.0,35.0,119.02789300827257,251.50760548041734,175.55123452583288,3051.5684122695507
244.0,35.0,116.10648093561838,250.86678853343037,175.92851376185112,3058.809772716173
245.0,35.0,113.44095016246358,254.82535294329386,179.1528384905293,3064.179969497991
246.0,35.0,111.83209517833174,256.97515925899046,178.87244155458774,3073.165214654209
247.0,35.0,109.35053356646051,256.6049331097059,179.93970931609027,3081.4113923486702
248.0,35.0,109.67221350864718,259.4481128682279,179.2865223256807,3091.7928738760334
249.0,35.0,106.79332659548699,257.7673218364269,182.52653343735219,3092.4789463969623
250.0,35.0,106.63353912141073,259.0303205527621,182.77767866201484,3096.278840738205
251.0,35.0,107.01564872409908,262.5680599297288,181.08162400436277,3099.4799972206088
252.0,35.0,105.94884074115404,263.1974865824742,184.33231940213525,3099.8436873428855
253.0,35.0,105.00089892177863,260.8564828016208,183.32536883587036,3102.5870417421324
254.0,35.0,104.87361838377156,263.2759932498525,181.95134633632662,3104.325316619334
255.0,35.0,104.31632131913457,263.4670672433851,182.1287301308163,3105.5882085644425
256.0,35.0,103.39914032039053,265.04802739343614,181.84612506504538,3110.4888379990603
257.0,35.0,103.00578710577471,262.18029297667323,182.72589384283071,3104.274103803547
258.0,35.0,103.39023945415374,265.1705943458398,182.55928949462555,3107.972375136663
259.0,35.0,101.93520437666798,265.44954430545687,182.12993690730175,3108.207155834388
260.0,35.0,103.25966385559282,265.03372784714975,183.3414645480406,3108.7282825985685
261.0,35.0,104.35426746691887,263.64739161181706,183.90676529430382,3111.606254329639
262.0,35.0,103.51224218089966,266.0973701159589,182.97398781419398,3111.1267465601063
263.0,35.0,103.3211437083954,263.65153523431115,183.08543718152822,3108.9684609008837
264.0,35.0,103.70948339530611,265.7963070143467,183.574265436453,3112.671881690167
265.0,35.0,102.44451436480827,266.0936026456152,182.4508004390903,3112.398713420146
266.0,35.0,103.27320781464573,263.5154608155836,184.48586719606135,3111.446205619106
267.0,35.0,102.10718266744036,266.2222474369595,183.1498189988869,3114.0190881122585
268.0,35.0,102.10998288112064,264.29943141542554,183.1365918660089,3110.7876120710716
269.0,35.0,104.2703732039298,264.10531921597567,183.38999786374765,3113.0436071237095
270.0,35.0,103.34958534626206,264.66493227415333,184.2630019715276,3114.2550215011097
271.0,50.0,108.88847489175924,258.83807907484385,181.01882889874744,3092.837507276243
272.0,50.0,111.6254718272155,254.77756738681933,179.33316774670988,3072.615145769371
273.0,50.0,114.83252880198033,253.25878868622445,177.26705500584117,3056.355529520242
274.0,50.0,119.0551193409454,248.19117110437864,175.28550683045052,3044.855676831776
275.0,50.0,120.09568493745805,250.02594465350737,176.0180182413684,3035.9562123830055
276.0,50.0,120.78685101035674,244.8971230282289,173.7001954729934,3028.728613590748
277.0,50.0,124.01486023630936,246.18801989078543,174.1940250976507,3023.310256310481
278.0,50.0,124.57743094137112,243.43781331582733,172.10309510324956,3020.6170091840054
279.0,50.0,125.1282171960967,243.23345533578578,171.92381670680524,3012.9513839562023
280.0,50.0,125.63591981797656,242.14990233325514,170.67218217444443,3014.200048326128
281.0,50.0,128.19187262526486,241.28279718059954,170.5527313308348,3008.2364606502524
282.0,50.0,128.3822541342616,242.54913891083376,170.93049186766675,3005.1411322527074
283.0,50.0,129.7352973436969,241.172018439682,170.88828857266256,3003.046351527117
284.0,50.0,129.93887489209698,239.03953899250698,170.85481767428433,3000.288730971465
285.0,50.0,129.15301484766422,239.6550112196979,169.71784205989883,3001.1620768198572
286.0,50.0,128.89032757467808,240.09468223359463,171.25516274792452,2999.996876866165
287.0,50.0,130.66154458356442,240.78223939611397,171.5591121913259,2996.0673822971526
288.0,50.0,130.67716830822846,239.57361668411872,169.21244318517148,2997.4248609310466
289.0,50.0,130.33875484771124,240.2270360194143,169.6257073795632,2994.842121698171
290.0,50.0,129.42390109047838,238.85394441169328,171.2076123009951,2988.1634685219256
291.0,50.0,130.09470069670115,239.0471685895887,169.1132050681144,2993.3112817415836
292.0,50.0,129.55197272371325,241.15947365799593,170.2450111807146,2994.532006574095
293.0,50.0,130.2381592859417,237.24837708591437,169.93590329784504,2990.506364745811
294.0,50.0,129.51518282063583,239.93461543139387,167.87987086399752,2998.3762809540826
295.0,50.0,131.2460335721455,239.54991439036277,169.0040892634822,2995.2704960815217
296.0,65.0,136.07622897370084,234.11067202248455,166.78355647570157,2972.878178943972
297.0,65.0,138.3850746969899,232.42951797836022,165.38627717074533,2959.617003094343
298.0,65.0,142.61014014091703,231.067939160963,163.34398300883893,2943.0536365860535
299.0,65.0,146.52200660513603,224.9943888610818,161.79140988769328,2930.780926415345
300.0,65.0,146.72084945956243,225.18828057255118,162.35886021533113,2921.506765712625
301.0,65.0,146.91620458320438,223.32629188273904,159.4954491071771,2914.40994401053
302.0,65.0,149.60338520176492,222.57921006104291,157.1877057924414,2906.5050402599204
303.0,65.0,151.21427941669046,221.59625662109477,158.29829390576316,2904.692450690206
304.0,65.0,151.64161018109567,221.59024362933448,158.10036976209923,2898.2316864910676
305.0,65.0,152.30800188991475,221.8028558542736,156.7490287970794,2895.429710839203
306.0,65.0,152.68259653812618,217.22436988909232,157.0999726858081,2892.531222716122
307.0,65.0,153.52231439993562,218.92402566983034,155.79696767549467,2890.2313196290297
308.0,75.0,156.75422410763167,215.90068209921893,154.41908141789378,2874.373531371976
309.0,75.0,157.71891058556054,214.00793888758,154.22384697314047,2861.2943347239066
310.0,75.0,159.74406694722612,210.09139317419476,152.55417278108717,2848.8194483068737
311.0,75.0,161.3594184555231,210.1554499838471,150.94591298896336,2833.4903449175617
312.0,75.0,162.08464315666794,207.70005713939813,150.23008121372186,2825.1479704909066
313.0,75.0,163.78182566088947,208.38383186374,149.05285491824358,2822.109733516994
314.0,75.0,164.02501274188418,206.6088672854525,146.69609220190074,2816.438155510963
315.0,75.0,164.37642372298043,205.8002436785432,147.48764780712486,2810.971243453726
316.0,75.0,165.48911226465867,207.37885533396576,144.74454386781142,2801.9422183849056
317.0,75.0,166.16926007984725,205.4539839806832,147.87638704410776,2801.248624153488
318.0,75.0,166.56779995338113,204.12269282548928,147.04703996517168,2799.3797976816318
319.0,75.0,166.1399702946203,203.30523387794895,146.86664508757679,2800.789764561742
320.0,75.0,167.37914145419236,202.38306371580606,145.92591410217048,2794.5145699599316
321.0,75.0,166.39938446046804,205.154452660989,144.8773486662589,2798.092116565302
322.0,75.0,166.9531435588546,202.91238344701802,147.1501977818462,2799.0123668875294
323.0,75.0,166.22043916885983,202.27311490201976,145.38526561834698,2790.722120128853
324.0,75.0,166.72344953246568,203.15680947032718,145.01199259202238,2787.9190406305265
325.0,75.0,165.90560047689127,202.3167104585372,145.1100204898991,2791.3167708368533
326.0,75.0,167.15550517471078,204.08750153988026,145.92149281346835,2792.329268919026
327.0,75.0,167.11459343895007,204.16961403920533,144.51737004280835,2782.872206248255
328.0,70.0,167.09202702150174,205.51334387138309,147.8444117193327,2795.6646995406936
329.0,70.0,166.09031068719997,206.62670663728,146.43793696781069,2803.655497648763
330.0,70.0,165.59977899905573,206.33878685553964,147.38692757269067,2809.821462679965
331.0,70.0,164.59360048906822,209.4013486134271,148.29748701391196,2815.5083995848818
332.0,70.0,162.22418547921765,206.96167615524922,148.41580190067864,2815.2301229285654
333.0,70.0,164.29624402168972,208.62749634576738,148.0577468025624,2822.6241239110777
334.0,70.0,161.75842475362364,208.86081965417392,148.32634132486783,2826.6144840221855
335.0,70.0,164.29922992753953,208.34721822884688,150.3516491240612,2823.8075144676372
336.0,70.0,163.5579759419092,207.51492192277811,148.65477209003254,2825.4147441430346
337.0,70.0,161.75259983389697,211.0303550562278,149.1585813470304,2829.759947041866
338.0,70.0,164.4874995038463,210.3563054894794,149.33421538281908,2837.5650682198866
339.0,70.0,162.36054923615927,210.7654448988249,150.54229016805994,2833.7175713211964
340.0,70.0,162.86832905629603,208.70916550724286,149.86266003574573,2831.67230716397
341.0,70.0,164.2848837057725,209.4534826764596,150.49353217115382,2836.720184586837
342.0,70.0,162.98387861133097,209.55374317205383,149.46900981483256,2829.5860700729945
343.0,70.0,162.2818583264147,209.83086207675902,149.78899020295927,2838.0406553640537
